slide,model,lambda,fold,dice,iou,entropy
test_011,abmil,0.0,2,0.0,0.0,0.4628674105535827
test_011,abmil,0.0,3,0.0,0.0,0.4997805365118757
test_011,abmil,0.0,4,0.0,0.0,0.7122040940691508
test_011,abmil,0.0,5,0.0,0.0,0.3072522698819151
test_011,abmil,0.0,6,0.0,0.0,0.654893939790682
test_011,abmil,0.0,7,0.0,0.0,0.8177304986489428
test_011,abmil,0.0,8,0.0,0.0,0.887368244049332
test_011,abmil,0.0,9,0.0,0.0,0.4620220371081829
test_011,transmil,0.0,0,0.0018736094305008002,0.0009376831412385232,0.9999833284041258
test_011,transmil,0.0,1,0.0,0.0,0.9995032156398428
test_011,transmil,0.0,2,0.00046840235762520005,0.00023425604185374615,0.9999755067299594
test_011,transmil,0.0,3,0.0021078106093134004,0.0010550171928727728,0.9999775771731211
test_011,transmil,0.0,4,0.0018736094305008002,0.0009376831412385232,0.9998236742314318
test_011,transmil,0.0,5,0.0018736094305008002,0.0009376831412385232,0.99988107151686
test_011,transmil,0.0,6,0.0014052070728756002,0.0007030975352525292,0.9968703020858322
test_011,transmil,0.0,7,0.0014052070728756002,0.0007030975352525292,0.9981907847245408
test_011,transmil,0.0,8,0.0018736094305008002,0.0009376831412385232,0.9996533227690688
test_011,transmil,0.0,9,0.0018736094305008002,0.0009376831412385232,0.999753509213173
test_011,clam,0.0,0,0.0,0.0,0.5205437457101288
test_011,clam,0.0,1,0.0030446153245638004,0.0015246286161063331,0.9647519199039549
test_011,clam,0.0,2,0.0,0.0,0.37608084583608
test_011,clam,0.0,3,0.0,0.0,0.4045518835831598
test_011,clam,0.0,4,0.0,0.0,0.796874809656132
test_011,clam,0.0,5,0.0,0.0,0.42957790520219213
test_011,clam,0.0,6,0.0,0.0,0.44148157308674674
test_011,clam,0.0,7,0.0,0.0,0.5902167461565777
test_011,clam,0.0,8,0.0,0.0,0.7374898987926712
test_011,clam,0.0,9,0.0,0.0,0.4701824012686245
test_011,clam,0.05,0,0.0,0.0,0.9715531531533353
test_011,clam,0.05,1,0.0,0.0,0.9074301481388564
test_011,clam,0.05,2,0.0,0.0,0.9535432307740239
test_011,clam,0.05,3,0.0,0.0,0.967598606714415
test_011,clam,0.05,4,0.0,0.0,0.9505084211973958
test_011,clam,0.05,5,0.0,0.0,0.9706114465886047
test_011,clam,0.05,6,0.0,0.0,0.9719621807023988
test_011,clam,0.05,7,0.0,0.0,0.9711848443197861
test_011,clam,0.05,8,0.0,0.0,0.9548960928432898
test_011,clam,0.05,9,0.0,0.0,0.9680978135656342
test_013,mean,0.0,0,0.0,0.0,0.9999975117283639
test_013,mean,0.0,1,0.0,0.0,0.9999975117283639
test_013,mean,0.0,2,0.0,0.0,0.9999975117283639
test_013,mean,0.0,3,0.0,0.0,0.9999975117283639
test_013,mean,0.0,4,0.0,0.0,0.9999975117283639
test_013,mean,0.0,5,0.0,0.0,0.9999975117283639
test_013,mean,0.0,6,0.0,0.0,0.9999975117283639
test_013,mean,0.0,7,0.0,0.0,0.9999975117283639
test_013,mean,0.0,8,0.0,0.0,0.9999975117283639
test_013,mean,0.0,9,0.0,0.0,0.9999975117283639
test_013,max,0.0,0,0.0,0.0,0.9999975117283639
test_013,max,0.0,1,0.0,0.0,0.9999975117283639
test_013,max,0.0,2,0.0,0.0,0.9999975117283639
test_013,max,0.0,3,0.0,0.0,0.9999975117283639
test_013,max,0.0,4,0.0,0.0,0.9999975117283639
test_013,max,0.0,5,0.0,0.0,0.9999975117283639
test_013,max,0.0,6,0.0,0.0,0.9999975117283639
test_013,max,0.0,7,0.0,0.0,0.9999975117283639
test_013,max,0.0,8,0.0,0.0,0.9999975117283639
test_013,max,0.0,9,0.0,0.0,0.9999975117283639
test_013,abmil,0.0,0,0.018293725423149255,0.009231300146665516,0.2754987120432927
test_013,abmil,0.0,1,0.006496837066165157,0.0032590051457975985,0.49433461871328255
test_013,abmil,0.0,2,0.013164643528808343,0.006625935805868686,0.18786433845561773
test_013,abmil,0.0,3,0.012651735339374252,0.006366139022711631,0.32723773901193487
test_013,abmil,0.0,4,0.01128398016755001,0.005674002751031637,0.5648539403472124
test_013,abmil,0.0,5,0.01590015387245683,0.008013787160706592,0.2414077692488793
test_013,abmil,0.0,6,0.018293725423149255,0.009231300146665516,0.10025373610469437
test_013,abmil,0.0,7,0.013164643528808343,0.006625935805868686,0.6345128545141847
test_013,abmil,0.0,8,0.01248076594289622,0.0062795698924731184,0.9338770296294514
test_013,abmil,0.0,9,0.010258163788681825,0.005155525004296271,0.41087051507647515
test_013,transmil,0.0,0,0.0,0.0,0.999981229623726
