slide,fold,lambda,dice,iou,entropy
test_010,3,0.02,0.004629883294066078,0.0023203130363149585,0.9580197972235645
test_010,3,0.05,0.0037258232425620512,0.0018663885381786244,0.9346570595190442
test_010,3,0.1,0.0037258232425620512,0.0018663885381786244,0.9397950115508906
test_010,3,0.15,0.0037258232425620512,0.0018663885381786244,0.96949888289171
test_010,3,0.2,0.0037258232425620512,0.0018663885381786244,0.9827219334773171
test_010,4,0.0,0.004629883294066078,0.0023203130363149585,0.9662310036684817
test_010,4,0.01,0.003698427483425566,0.0018526396684461156,0.9426440287745039
test_010,4,0.02,0.002766971672785053,0.0013854025211582513,0.9501511753736517
test_010,4,0.05,0.001917703139553997,0.0009597718485205803,0.9773025617304684
test_010,4,0.1,0.001917703139553997,0.0009597718485205803,0.9821322386826371
test_010,4,0.15,0.001917703139553997,0.0009597718485205803,0.9895552452799119
test_010,4,0.2,0.002766971672785053,0.0013854025211582513,0.9977768671134105
test_010,5,0.0,0.004629883294066078,0.0023203130363149585,0.4770414412257314
test_010,5,0.01,0.003698427483425566,0.0018526396684461156,0.5975090931306405
test_010,5,0.02,0.004629883294066078,0.0023203130363149585,0.9491037140396557
test_010,5,0.05,0.004629883294066078,0.0023203130363149585,0.9941689560864966
test_010,5,0.1,0.0037258232425620512,0.0018663885381786244,0.9950537535576485
test_010,5,0.15,0.002766971672785053,0.0013854025211582513,0.9947812175564362
test_010,5,0.2,0.0037258232425620512,0.0018663885381786244,0.9954025669634713
test_010,6,0.0,0.003753219001698537,0.0018801377852800307,0.3750376694284299
test_010,6,0.01,0.00468467481233905,0.002347836832205182,0.5643143307169682
test_010,6,0.02,0.00468467481233905,0.002347836832205182,0.8732510939045756
test_010,6,0.05,0.003753219001698537,0.0018801377852800307,0.9781559088125706
test_010,6,0.1,0.002821763191058024,0.0014128749948560376,0.9866814149246784
test_010,6,0.15,0.004629883294066078,0.0023203130363149585,0.9815110934989075
test_010,6,0.2,0.0037258232425620512,0.0018663885381786244,0.9858297016290202
test_010,7,0.0,0.003698427483425566,0.0018526396684461156,0.8749228658835367
test_010,7,0.01,0.003698427483425566,0.0018526396684461156,0.9589095981657014
test_010,7,0.02,0.004629883294066078,0.0023203130363149585,0.9746228456271286
test_010,7,0.05,0.003698427483425566,0.0018526396684461156,0.986905652114136
test_010,7,0.1,0.003698427483425566,0.0018526396684461156,0.9963976450196023
test_010,7,0.15,0.0037258232425620512,0.0018663885381786244,0.9917045934588243
test_010,7,0.2,0.0037258232425620512,0.0018663885381786244,0.9801401424489726
test_010,8,0.0,0.003698427483425566,0.0018526396684461156,0.9771244790080577
test_010,8,0.01,0.003698427483425566,0.0018526396684461156,0.9760921301986698
test_010,8,0.02,0.0009040600515040272,0.0004522344493017774,0.9948562696212137
test_010,8,0.05,0.001917703139553997,0.0009597718485205803,0.93489048675725
test_010,8,0.1,0.00468467481233905,0.002347836832205182,0.9973063366174997
test_010,8,0.15,0.0037258232425620512,0.0018663885381786244,0.9913746707087618
test_010,8,0.2,0.001917703139553997,0.0009597718485205803,0.9885125831935955
